dualband,refurb_new,hnd_price,phones,models,hnd_webcap,Customer_ID
N,N,129.9899902,1,1,WCMB,1063182
Y,N,199.9899902,1,1,WCMB,1063183
Y,N,199.9899902,1,1,WCMB,1063184
Y,N,59.98999023,3,1,WCMB,1063185
Y,N,59.98999023,1,1,WCMB,1063186
Y,N,199.9899902,2,1,WCMB,1063187
Y,N,149.9899902,3,1,WCMB,1063188
N,N,29.98999023,1,1,WCMB,1063189
Y,N,129.9899902,2,2,WCMB,1063190
Y,N,59.98999023,1,1,WCMB,1063191
Y,N,59.98999023,1,1,WCMB,1063192
Y,N,59.98999023,1,1,WCMB,1063193
Y,N,59.98999023,1,1,WCMB,1063194
Y,N,29.98999023,1,1,WC,1063195
Y,N,79.98999023,1,1,WCMB,1063196
Y,N,59.98999023,1,1,WCMB,1063197
Y,N,29.98999023,2,2,WC,1063198
Y,R,99.98999023,2,2,WCMB,1063199
Y,N,199.9899902,1,1,WCMB,1063200
Y,N,199.9899902,1,1,WCMB,1063201
N,N,129.9899902,2,2,WCMB,1063202
N,N,29.98999023,1,1,NA,1063203
Y,N,29.98999023,1,1,NA,1063204
Y,N,29.98999023,3,2,NA,1063205
Y,N,149.9899902,2,1,WCMB,1063206
Y,N,149.9899902,2,1,WCMB,1063207
Y,N,59.98999023,1,1,WCMB,1063208
Y,N,59.98999023,1,1,WCMB,1063209
N,N,29.98999023,1,1,WCMB,1063210
Y,N,29.98999023,1,1,WC,1063211
Y,N,199.9899902,1,1,WCMB,1063212
N,N,,2,1,WC,1063213
Y,R,39.98999023,1,1,WCMB,1063214
Y,N,79.98999023,2,1,WCMB,1063215
Y,N,199.9899902,1,1,WCMB,1063216
Y,N,59.98999023,1,1,WCMB,1063217
Y,R,29.98999023,1,1,WCMB,1063218
Y,N,59.98999023,1,1,WCMB,1063219
N,N,129.9899902,2,2,WCMB,1063220
Y,N,129.9899902,1,1,WCMB,1063221
Y,N,199.9899902,1,1,WCMB,1063222
Y,N,199.9899902,2,1,WCMB,1063223
Y,N,59.98999023,2,1,WCMB,1063224
N,N,129.9899902,1,1,WCMB,1063225
Y,N,29.98999023,1,1,NA,1063226
N,N,129.9899902,2,2,WCMB,1063227
Y,N,59.98999023,1,1,WCMB,1063228
Y,N,79.98999023,1,1,WCMB,1063229
Y,N,59.98999023,1,1,WCMB,1063230
Y,N,129.9899902,1,1,WCMB,1063231
Y,N,79.98999023,1,1,WCMB,1063232
Y,N,149.9899902,1,1,WCMB,1063233
Y,N,199.9899902,1,1,WCMB,1063234
Y,N,149.9899902,1,1,WCMB,1063235
Y,R,129.9899902,1,1,WCMB,1063236
Y,R,29.98999023,3,2,WCMB,1063237
Y,N,79.98999023,1,1,WCMB,1063238
Y,N,79.98999023,1,1,WCMB,1063239
Y,N,149.9899902,1,1,WCMB,1063240
Y,R,129.9899902,2,2,WCMB,1063241
N,N,129.9899902,1,1,WCMB,1063242
Y,N,149.9899902,3,3,WCMB,1063243
Y,N,129.9899902,1,1,WCMB,1063244
N,N,29.98999023,1,1,NA,1063245
N,R,79.98999023,2,2,WCMB,1063246
N,N,79.98999023,1,1,WC,1063247
Y,N,149.9899902,1,1,WCMB,1063248
Y,N,199.9899902,2,2,WCMB,1063249
Y,N,149.9899902,2,1,WCMB,1063250
N,N,29.98999023,1,1,WC,1063251
Y,N,79.98999023,5,3,WCMB,1063252
Y,N,79.98999023,1,1,WCMB,1063253
Y,R,99.98999023,1,1,WCMB,1063254
Y,N,79.98999023,1,1,WCMB,1063255
Y,N,199.9899902,1,1,WCMB,1063256
N,N,29.98999023,1,1,WC,1063257
N,N,29.98999023,1,1,WC,1063258
Y,N,29.98999023,1,1,WC,1063259
N,N,29.98999023,1,1,WC,1063260
Y,N,129.9899902,1,1,WCMB,1063261
Y,N,79.98999023,1,1,WCMB,1063262
Y,N,149.9899902,1,1,WCMB,1063263
Y,N,199.9899902,1,1,WCMB,1063264
N,R,9.989997864,3,1,WCMB,1063265
N,N,59.98999023,1,1,WC,1063266
Y,R,29.98999023,2,1,WCMB,1063267
Y,N,199.9899902,1,1,WCMB,1063268
N,N,29.98999023,1,1,WC,1063269
N,N,129.9899902,2,2,WCMB,1063270
Y,N,149.9899902,1,1,WCMB,1063271
Y,N,129.9899902,1,1,WCMB,1063272
Y,N,149.9899902,2,2,WCMB,1063273
Y,N,59.98999023,1,1,WCMB,1063274
N,N,129.9899902,5,4,WCMB,1063275
Y,N,129.9899902,1,1,WCMB,1063276
Y,N,59.98999023,1,1,WCMB,1063277
N,N,29.98999023,1,1,WC,1063278
Y,N,149.9899902,2,2,WCMB,1063279
Y,N,149.9899902,1,1,WCMB,1063280
Y,N,59.98999023,1,1,WCMB,1063281
T,N,199.9899902,2,2,WCMB,1063282
Y,R,79.98999023,4,2,WCMB,1063283
Y,N,59.98999023,2,1,WCMB,1063284
Y,R,29.98999023,2,2,WCMB,1063285
N,R,39.98999023,1,1,WC,1063286
Y,N,149.9899902,1,1,WCMB,1063287
Y,N,149.9899902,1,1,WCMB,1063288
Y,N,149.9899902,1,1,WCMB,1063289
Y,N,199.9899902,1,1,WCMB,1063290
Y,R,29.98999023,2,2,WCMB,1063291
Y,N,29.98999023,1,1,WC,1063292
Y,N,59.98999023,1,1,WCMB,1063293
Y,N,59.98999023,1,1,WCMB,1063294
Y,N,129.9899902,1,1,WCMB,1063295
Y,N,79.98999023,1,1,WCMB,1063296
Y,N,59.98999023,1,1,WCMB,1063297
Y,N,149.9899902,1,1,WCMB,1063298
Y,N,129.9899902,1,1,WCMB,1063299
Y,N,149.9899902,1,1,WCMB,1063300
Y,N,199.9899902,1,1,WCMB,1063301
Y,N,199.9899902,1,1,WCMB,1063302
Y,N,149.9899902,1,1,WCMB,1063303
Y,N,79.98999023,1,1,WCMB,1063304
Y,R,29.98999023,2,2,WCMB,1063305
Y,N,79.98999023,1,1,WCMB,1063306
Y,N,59.98999023,1,1,WCMB,1063307
T,N,99.98999023,6,6,WCMB,1063308
Y,N,29.98999023,1,1,WC,1063309
Y,N,149.9899902,1,1,WCMB,1063310
N,R,9.989997864,1,1,WC,1063311
Y,N,29.98999023,1,1,WC,1063312
Y,N,59.98999023,2,1,WCMB,1063313
Y,N,149.9899902,2,2,WCMB,1063314
Y,N,149.9899902,5,3,WCMB,1063315
Y,N,149.9899902,2,2,WCMB,1063316
Y,N,199.9899902,1,1,WCMB,1063317
Y,N,199.9899902,1,1,WCMB,1063318
Y,N,149.9899902,2,1,WCMB,1063319
Y,R,9.989997864,1,1,WC,1063320
Y,R,99.98999023,2,2,WCMB,1063321
Y,N,79.98999023,1,1,WCMB,1063322
N,N,399.9899902,5,1,WCMB,1063323
Y,N,149.9899902,1,1,WCMB,1063324
N,N,129.9899902,1,1,WCMB,1063325
Y,N,29.98999023,1,1,NA,1063326
Y,N,199.9899902,1,1,WCMB,1063327
Y,N,59.98999023,2,2,WCMB,1063328
N,N,59.98999023,1,1,WC,1063329
Y,N,199.9899902,1,1,WCMB,1063330
Y,R,29.98999023,1,1,WCMB,1063331
Y,N,199.9899902,2,2,WCMB,1063332
N,R,9.989997864,2,2,WCMB,1063333
Y,N,129.9899902,1,1,WCMB,1063334
Y,N,59.98999023,1,1,WCMB,1063335
N,N,129.9899902,2,2,WCMB,1063336
Y,N,59.98999023,1,1,WCMB,1063337
Y,N,59.98999023,1,1,WCMB,1063338
U,N,,1,1,UNKW,1063339
Y,N,59.98999023,1,1,WCMB,1063340
Y,N,59.98999023,1,1,WCMB,1063341
Y,N,59.98999023,2,2,WCMB,1063342
Y,N,59.98999023,1,1,WCMB,1063343
N,N,29.98999023,1,1,NA,1063344
Y,R,99.98999023,2,2,WCMB,1063345
Y,R,29.98999023,2,2,WCMB,1063346
Y,N,59.98999023,1,1,WCMB,1063347
Y,N,79.98999023,2,2,WCMB,1063348
Y,N,129.9899902,2,2,WCMB,1063349
Y,N,199.9899902,1,1,WCMB,1063350
Y,N,149.9899902,2,2,WCMB,1063351
Y,N,199.9899902,1,1,WCMB,1063352
N,N,129.9899902,1,1,WCMB,1063353
Y,R,29.98999023,1,1,WCMB,1063354
Y,N,129.9899902,1,1,WCMB,1063355
Y,N,149.9899902,1,1,WCMB,1063356
N,N,129.9899902,1,1,WCMB,1063357
Y,N,59.98999023,1,1,WCMB,1063358
T,R,59.98999023,2,2,WCMB,1063359
N,N,129.9899902,1,1,WCMB,1063360
Y,N,149.9899902,1,1,WCMB,1063361
Y,N,199.9899902,1,1,WCMB,1063362
Y,N,59.98999023,2,1,WCMB,1063363
Y,R,99.98999023,2,2,WCMB,1063364
Y,N,149.9899902,1,1,WCMB,1063365
N,N,29.98999023,1,1,NA,1063366
N,N,129.9899902,2,1,WCMB,1063367
Y,N,59.98999023,1,1,WCMB,1063368
Y,R,29.98999023,2,2,WCMB,1063369
Y,N,149.9899902,1,1,WCMB,1063370
Y,N,149.9899902,1,1,WCMB,1063371
N,N,29.98999023,1,1,NA,1063372
Y,N,59.98999023,1,1,WCMB,1063373
Y,N,149.9899902,1,1,WCMB,1063374
Y,N,149.9899902,1,1,WCMB,1063375
Y,N,149.9899902,1,1,WCMB,1063376
N,N,29.98999023,1,1,WCMB,1063377
N,N,129.9899902,1,1,WCMB,1063378
Y,N,59.98999023,1,1,WCMB,1063379
Y,N,79.98999023,2,2,WCMB,1063380
N,R,79.98999023,3,2,WCMB,1063381
N,N,29.98999023,1,1,WCMB,1063382
N,N,129.9899902,4,3,WCMB,1063383
Y,N,29.98999023,1,1,WC,1063384
Y,N,199.9899902,1,1,WCMB,1063385
Y,N,199.9899902,1,1,WCMB,1063386
Y,N,29.98999023,1,1,WC,1063387
Y,N,199.9899902,1,1,WCMB,1063388
N,N,29.98999023,1,1,WCMB,1063389
Y,N,59.98999023,1,1,WCMB,1063390
Y,N,149.9899902,1,1,WCMB,1063391
N,R,9.989997864,1,1,NA,1063392
N,N,29.98999023,1,1,WC,1063393
Y,N,79.98999023,4,2,WCMB,1063394
Y,N,129.9899902,1,1,WCMB,1063395
Y,N,199.9899902,1,1,WCMB,1063396
Y,R,99.98999023,2,2,WCMB,1063397
N,N,29.98999023,1,1,NA,1063398
Y,N,149.9899902,1,1,WCMB,1063399
N,N,,1,1,WC,1063400
Y,N,59.98999023,1,1,WCMB,1063401
Y,N,199.9899902,1,1,WCMB,1063402
Y,R,129.9899902,2,2,WCMB,1063403
Y,N,149.9899902,2,2,WCMB,1063404
Y,N,149.9899902,1,1,WCMB,1063405
Y,N,99.98999023,1,1,WCMB,1063406
Y,R,99.98999023,2,2,WCMB,1063407
Y,N,59.98999023,1,1,WCMB,1063408
Y,N,29.98999023,1,1,WC,1063409
Y,N,149.9899902,1,1,WCMB,1063410
Y,N,79.98999023,1,1,WCMB,1063411
Y,N,199.9899902,1,1,WCMB,1063412
N,N,129.9899902,1,1,WCMB,1063413
Y,R,99.98999023,1,1,WCMB,1063414
Y,N,199.9899902,1,1,WCMB,1063415
Y,N,79.98999023,1,1,WCMB,1063416
Y,N,79.98999023,1,1,WCMB,1063417
Y,N,199.9899902,1,1,WCMB,1063418
Y,N,29.98999023,1,1,WC,1063419
Y,N,199.9899902,3,1,WCMB,1063420
N,N,129.9899902,1,1,WCMB,1063421
Y,N,149.9899902,1,1,WCMB,1063422
Y,R,29.98999023,2,2,WCMB,1063423
Y,R,29.98999023,1,1,WCMB,1063424
Y,N,199.9899902,1,1,WCMB,1063425
Y,N,199.9899902,1,1,WCMB,1063426
Y,R,39.98999023,1,1,WCMB,1063427
Y,N,79.98999023,1,1,WCMB,1063428
Y,N,29.98999023,1,1,WC,1063429
Y,N,149.9899902,1,1,WCMB,1063430
Y,N,59.98999023,1,1,WCMB,1063431
Y,N,149.9899902,1,1,WCMB,1063432
Y,N,149.9899902,1,1,WCMB,1063433
Y,N,199.9899902,1,1,WCMB,1063434
Y,N,79.98999023,1,1,WCMB,1063435
Y,N,199.9899902,1,1,WCMB,1063436
N,R,9.989997864,1,1,NA,1063437
Y,N,149.9899902,1,1,WCMB,1063438
Y,N,59.98999023,1,1,WCMB,1063439
Y,N,79.98999023,1,1,WCMB,1063440
Y,N,59.98999023,1,1,WCMB,1063441
Y,N,149.9899902,3,2,WCMB,1063442
Y,R,39.98999023,1,1,WCMB,1063443
N,N,29.98999023,1,1,NA,1063444
N,N,129.9899902,1,1,WCMB,1063445
N,R,9.989997864,1,1,WCMB,1063446
Y,N,79.98999023,1,1,WCMB,1063447
N,N,129.9899902,1,1,WCMB,1063448
Y,N,79.98999023,1,1,WCMB,1063449
Y,N,199.9899902,1,1,WCMB,1063450
Y,N,199.9899902,1,1,WCMB,1063451
Y,N,29.98999023,1,1,WC,1063452
Y,N,199.9899902,2,2,WCMB,1063453
Y,N,79.98999023,2,1,WCMB,1063454
Y,N,149.9899902,2,2,WCMB,1063455
N,N,129.9899902,3,2,WCMB,1063456
N,N,29.98999023,2,1,WC,1063457
Y,R,99.98999023,2,2,WCMB,1063458
Y,R,99.98999023,2,2,WCMB,1063459
Y,N,79.98999023,1,1,WCMB,1063460
Y,N,149.9899902,1,1,WCMB,1063461
Y,N,149.9899902,1,1,WCMB,1063462
Y,N,149.9899902,1,1,WCMB,1063463
N,R,9.989997864,1,1,WCMB,1063464
Y,N,199.9899902,1,1,WCMB,1063465
Y,R,99.98999023,2,2,WCMB,1063466
Y,N,149.9899902,2,1,WCMB,1063467
Y,N,59.98999023,1,1,WCMB,1063468
Y,N,79.98999023,1,1,WCMB,1063469
Y,N,29.98999023,1,1,WC,1063470
N,R,9.989997864,6,4,NA,1063471
Y,N,79.98999023,1,1,WCMB,1063472
Y,R,29.98999023,2,2,WCMB,1063473
Y,N,59.98999023,1,1,WCMB,1063474
Y,N,199.9899902,1,1,WCMB,1063475
N,N,299.9899902,2,2,WCMB,1063476
Y,N,149.9899902,1,1,WCMB,1063477
N,N,129.9899902,1,1,WCMB,1063478
Y,N,79.98999023,1,1,WCMB,1063479
T,N,99.98999023,3,3,WCMB,1063480
Y,N,59.98999023,1,1,WCMB,1063481
Y,N,59.98999023,1,1,WCMB,1063482
Y,N,199.9899902,2,2,WCMB,1063483
N,N,129.9899902,2,2,WCMB,1063484
Y,N,149.9899902,1,1,WCMB,1063485
N,N,129.9899902,3,3,WCMB,1063486
N,N,129.9899902,1,1,WCMB,1063487
Y,R,29.98999023,2,2,WCMB,1063488
N,N,29.98999023,1,1,WCMB,1063489
Y,N,149.9899902,1,1,WCMB,1063490
N,R,79.98999023,3,3,WCMB,1063491
Y,N,149.9899902,1,1,WCMB,1063492
Y,N,149.9899902,1,1,WCMB,1063493
Y,N,149.9899902,1,1,WCMB,1063494
Y,N,59.98999023,1,1,WCMB,1063495
Y,N,79.98999023,1,1,WCMB,1063496
Y,N,199.9899902,1,1,WCMB,1063497
T,R,59.98999023,2,2,WCMB,1063498
Y,N,59.98999023,1,1,WCMB,1063499
Y,N,129.9899902,1,1,WCMB,1063500
Y,N,79.98999023,1,1,WCMB,1063501
T,N,99.98999023,2,2,WCMB,1063502
N,N,129.9899902,2,2,WCMB,1063503
Y,N,129.9899902,2,2,WCMB,1063504
Y,N,59.98999023,1,1,WCMB,1063505
Y,N,59.98999023,1,1,WCMB,1063506
Y,N,59.98999023,1,1,WCMB,1063507
Y,N,199.9899902,1,1,WCMB,1063508
Y,N,199.9899902,4,4,WCMB,1063509
Y,N,129.9899902,2,2,WCMB,1063510
Y,N,79.98999023,1,1,WCMB,1063511
Y,N,59.98999023,1,1,WCMB,1063512
Y,N,149.9899902,1,1,WCMB,1063513
Y,N,199.9899902,1,1,WCMB,1063514
Y,N,79.98999023,1,1,WCMB,1063515
T,N,99.98999023,2,2,WCMB,1063516
N,N,129.9899902,1,1,WCMB,1063517
Y,N,149.9899902,1,1,WCMB,1063518
Y,N,149.9899902,1,1,WCMB,1063519
Y,N,59.98999023,1,1,WCMB,1063520
N,N,129.9899902,1,1,WCMB,1063521
Y,N,59.98999023,1,1,WCMB,1063522
Y,N,79.98999023,1,1,WCMB,1063523
Y,N,149.9899902,1,1,WCMB,1063524
Y,N,149.9899902,1,1,WCMB,1063525
N,N,129.9899902,1,1,WCMB,1063526
Y,N,59.98999023,1,1,WCMB,1063527
Y,N,59.98999023,1,1,WCMB,1063528
Y,N,149.9899902,1,1,WCMB,1063529
Y,N,149.9899902,2,2,WCMB,1063530
Y,N,29.98999023,1,1,WC,1063531
Y,N,199.9899902,1,1,WCMB,1063532
Y,N,29.98999023,1,1,NA,1063533
Y,N,149.9899902,2,2,WCMB,1063534
N,N,29.98999023,1,1,WC,1063535
Y,N,99.98999023,1,1,WCMB,1063536
Y,N,59.98999023,1,1,WCMB,1063537
Y,N,149.9899902,1,1,WCMB,1063538
Y,N,199.9899902,1,1,WCMB,1063539
N,N,129.9899902,1,1,WCMB,1063540
N,N,129.9899902,1,1,WCMB,1063541
Y,N,129.9899902,1,1,WCMB,1063542
Y,N,199.9899902,1,1,WCMB,1063543
Y,N,199.9899902,1,1,WCMB,1063544
Y,N,59.98999023,1,1,WCMB,1063545
Y,N,29.98999023,1,1,WC,1063546
Y,R,99.98999023,2,2,WCMB,1063547
Y,N,29.98999023,1,1,WC,1063548
Y,N,199.9899902,2,2,WCMB,1063549
Y,N,59.98999023,1,1,WCMB,1063550
Y,N,199.9899902,1,1,WCMB,1063551
Y,N,59.98999023,1,1,WCMB,1063552
Y,N,29.98999023,1,1,WC,1063553
Y,N,29.98999023,1,1,WC,1063554
Y,N,29.98999023,1,1,WC,1063555
Y,N,79.98999023,1,1,WCMB,1063556
Y,N,149.9899902,2,1,WCMB,1063557
Y,N,149.9899902,1,1,WCMB,1063558
Y,N,149.9899902,3,2,WCMB,1063559
Y,N,79.98999023,2,2,WCMB,1063560
Y,N,149.9899902,1,1,WCMB,1063561
Y,N,149.9899902,1,1,WCMB,1063562
Y,N,199.9899902,1,1,WCMB,1063563
Y,R,99.98999023,8,4,WCMB,1063564
N,N,129.9899902,1,1,WCMB,1063565
Y,N,149.9899902,3,3,WCMB,1063566
Y,N,59.98999023,1,1,WCMB,1063567
Y,N,149.9899902,1,1,WCMB,1063568
Y,N,149.9899902,1,1,WCMB,1063569
Y,N,129.9899902,3,2,WCMB,1063570
Y,N,199.9899902,1,1,WCMB,1063571
Y,R,29.98999023,2,2,WCMB,1063572
Y,N,149.9899902,1,1,WCMB,1063573
Y,N,199.9899902,1,1,WCMB,1063574
Y,N,149.9899902,1,1,WCMB,1063575
Y,R,99.98999023,2,2,WCMB,1063576
Y,N,129.9899902,2,2,WCMB,1063577
Y,N,29.98999023,2,1,WC,1063578
Y,N,199.9899902,1,1,WCMB,1063579
Y,R,29.98999023,3,2,WCMB,1063580
Y,R,29.98999023,2,2,WCMB,1063581
Y,N,79.98999023,1,1,WCMB,1063582
Y,N,149.9899902,1,1,WCMB,1063583
Y,N,149.9899902,2,2,WCMB,1063584
Y,N,149.9899902,1,1,WCMB,1063585
Y,N,149.9899902,2,2,WCMB,1063586
Y,N,149.9899902,1,1,WCMB,1063587
N,N,129.9899902,1,1,WCMB,1063588
Y,N,29.98999023,1,1,NA,1063589
Y,R,99.98999023,3,1,WCMB,1063590
Y,N,149.9899902,1,1,WCMB,1063591
Y,R,99.98999023,2,2,WCMB,1063592
N,R,9.989997864,1,1,WCMB,1063593
Y,N,29.98999023,1,1,WC,1063594
Y,N,79.98999023,1,1,WCMB,1063595
Y,R,129.9899902,4,2,WCMB,1063596
Y,N,199.9899902,1,1,WCMB,1063597
N,N,59.98999023,1,1,WC,1063598
Y,R,129.9899902,2,2,WCMB,1063599
Y,N,149.9899902,1,1,WCMB,1063600
Y,N,129.9899902,1,1,WCMB,1063601
Y,N,149.9899902,1,1,WCMB,1063602
Y,N,79.98999023,1,1,WCMB,1063603
Y,N,199.9899902,1,1,WCMB,1063604
Y,R,129.9899902,4,3,WCMB,1063605
Y,R,129.9899902,3,2,WCMB,1063606
Y,N,149.9899902,1,1,WCMB,1063607
Y,N,149.9899902,1,1,WCMB,1063608
N,N,29.98999023,1,1,WCMB,1063609
Y,N,149.9899902,2,2,WCMB,1063610
Y,N,59.98999023,1,1,WCMB,1063611
Y,N,129.9899902,1,1,WCMB,1063612
Y,N,99.98999023,1,1,WCMB,1063613
Y,N,199.9899902,2,2,WCMB,1063614
Y,N,149.9899902,1,1,WCMB,1063615
Y,N,59.98999023,1,1,WCMB,1063616
Y,N,29.98999023,1,1,WC,1063617
Y,N,149.9899902,1,1,WCMB,1063618
Y,N,129.9899902,2,2,WCMB,1063619
N,N,29.98999023,1,1,WCMB,1063620
Y,N,149.9899902,2,1,WCMB,1063621
Y,N,29.98999023,1,1,NA,1063622
T,N,99.98999023,3,2,WCMB,1063623
Y,N,59.98999023,1,1,WCMB,1063624
Y,N,149.9899902,1,1,WCMB,1063625
Y,N,149.9899902,1,1,WCMB,1063626
N,N,29.98999023,1,1,NA,1063627
Y,N,149.9899902,1,1,WCMB,1063628
Y,N,29.98999023,2,2,WC,1063629
Y,N,129.9899902,4,3,WCMB,1063630
Y,N,59.98999023,1,1,WCMB,1063631
Y,N,199.9899902,2,1,WCMB,1063632
N,N,29.98999023,2,2,WC,1063633
Y,N,149.9899902,1,1,WCMB,1063634
Y,N,199.9899902,5,3,WCMB,1063635
Y,R,79.98999023,2,2,WCMB,1063636
Y,N,149.9899902,1,1,WCMB,1063637
Y,N,149.9899902,1,1,WCMB,1063638
Y,R,29.98999023,2,2,WCMB,1063639
Y,N,199.9899902,1,1,WCMB,1063640
Y,N,79.98999023,1,1,WCMB,1063641
Y,N,199.9899902,1,1,WCMB,1063642
Y,N,59.98999023,1,1,WCMB,1063643
Y,N,59.98999023,1,1,WCMB,1063644
Y,R,129.9899902,3,2,WCMB,1063645
Y,N,59.98999023,2,1,WCMB,1063646
Y,N,59.98999023,2,2,WCMB,1063647
Y,N,149.9899902,1,1,WCMB,1063648
Y,N,59.98999023,1,1,WCMB,1063649
Y,N,129.9899902,1,1,WCMB,1063650
N,N,39.98999023,1,1,WC,1063651
N,N,29.98999023,1,1,NA,1063652
Y,R,29.98999023,3,3,WCMB,1063653
Y,N,99.98999023,1,1,WCMB,1063654
Y,N,149.9899902,1,1,WCMB,1063655
Y,N,59.98999023,1,1,WCMB,1063656
Y,N,149.9899902,1,1,WCMB,1063657
Y,N,79.98999023,2,1,WCMB,1063658
Y,N,59.98999023,1,1,WCMB,1063659
Y,N,59.98999023,1,1,WCMB,1063660
Y,N,199.9899902,1,1,WCMB,1063661
Y,R,99.98999023,3,2,WCMB,1063662
Y,N,149.9899902,1,1,WCMB,1063663
Y,N,199.9899902,2,1,WCMB,1063664
Y,N,79.98999023,1,1,WCMB,1063665
N,N,129.9899902,3,3,WCMB,1063666
N,N,129.9899902,2,2,WCMB,1063667
Y,N,199.9899902,1,1,WCMB,1063668
Y,N,199.9899902,1,1,WCMB,1063669
N,R,79.98999023,5,2,WCMB,1063670
Y,N,79.98999023,1,1,WCMB,1063671
Y,N,79.98999023,1,1,WCMB,1063672
Y,N,59.98999023,1,1,WCMB,1063673
Y,N,199.9899902,2,1,WCMB,1063674
N,N,29.98999023,1,1,WCMB,1063675
N,N,29.98999023,1,1,WC,1063676
Y,N,29.98999023,1,1,WC,1063677
Y,N,59.98999023,1,1,WCMB,1063678
N,N,129.9899902,2,2,WCMB,1063679
Y,N,199.9899902,1,1,WCMB,1063680
Y,N,149.9899902,2,2,WCMB,1063681
Y,N,199.9899902,1,1,WCMB,1063682
Y,N,149.9899902,1,1,WCMB,1063683
U,N,,1,1,UNKW,1063684
Y,R,39.98999023,2,1,WCMB,1063685
Y,N,59.98999023,1,1,WCMB,1063686
Y,N,199.9899902,1,1,WCMB,1063687
Y,N,199.9899902,1,1,WCMB,1063688
U,N,,1,1,UNKW,1063689
Y,N,199.9899902,1,1,WCMB,1063690
Y,N,199.9899902,1,1,WCMB,1063691
Y,N,29.98999023,1,1,NA,1063692
Y,N,199.9899902,1,1,WCMB,1063693
Y,N,79.98999023,1,1,WCMB,1063694
Y,N,149.9899902,1,1,WCMB,1063695
Y,N,79.98999023,1,1,WCMB,1063696
Y,N,129.9899902,1,1,WCMB,1063697
Y,N,79.98999023,1,1,WCMB,1063698
Y,N,79.98999023,2,2,WCMB,1063699
Y,N,29.98999023,1,1,WC,1063700
Y,N,149.9899902,1,1,WCMB,1063701
Y,N,149.9899902,1,1,WCMB,1063702
Y,N,59.98999023,1,1,WCMB,1063703
N,N,129.9899902,2,2,WCMB,1063704
N,R,9.989997864,1,1,WCMB,1063705
Y,N,199.9899902,2,2,WCMB,1063706
Y,N,149.9899902,1,1,WCMB,1063707
Y,N,129.9899902,1,1,WCMB,1063708
Y,R,79.98999023,2,2,WCMB,1063709
Y,N,149.9899902,1,1,WCMB,1063710
Y,N,149.9899902,1,1,WCMB,1063711
Y,N,29.98999023,1,1,NA,1063712
N,N,79.98999023,2,2,WC,1063713
Y,N,149.9899902,2,1,WCMB,1063714
Y,N,149.9899902,2,2,WCMB,1063715
Y,N,129.9899902,2,2,WCMB,1063716
Y,N,59.98999023,1,1,WCMB,1063717
Y,N,29.98999023,1,1,NA,1063718
Y,N,149.9899902,2,2,WCMB,1063719
Y,N,59.98999023,1,1,WCMB,1063720
Y,N,199.9899902,1,1,WCMB,1063721
Y,R,129.9899902,3,2,WCMB,1063722
Y,N,129.9899902,3,3,WCMB,1063723
Y,N,59.98999023,2,1,WCMB,1063724
Y,N,199.9899902,1,1,WCMB,1063725
Y,N,149.9899902,1,1,WCMB,1063726
N,N,29.98999023,1,1,NA,1063727
Y,N,149.9899902,5,4,WCMB,1063728
Y,N,199.9899902,1,1,WCMB,1063729
Y,N,79.98999023,1,1,WCMB,1063730
N,N,129.9899902,1,1,WCMB,1063731
Y,N,199.9899902,2,1,WCMB,1063732
Y,N,149.9899902,1,1,WCMB,1063733
N,R,9.989997864,1,1,NA,1063734
Y,N,199.9899902,1,1,WCMB,1063735
N,N,129.9899902,1,1,WCMB,1063736
Y,N,199.9899902,1,1,WCMB,1063737
Y,N,29.98999023,1,1,WC,1063738
Y,N,199.9899902,1,1,WCMB,1063739
Y,R,79.98999023,2,2,WCMB,1063740
Y,N,29.98999023,1,1,NA,1063741
Y,N,149.9899902,1,1,WCMB,1063742
Y,N,79.98999023,1,1,WCMB,1063743
Y,N,29.98999023,1,1,NA,1063744
Y,N,129.9899902,1,1,WCMB,1063745
N,N,129.9899902,1,1,WCMB,1063746
Y,N,149.9899902,1,1,WCMB,1063747
Y,N,199.9899902,1,1,WCMB,1063748
Y,N,129.9899902,2,2,WCMB,1063749
Y,N,59.98999023,1,1,WCMB,1063750
Y,N,199.9899902,1,1,WCMB,1063751
Y,N,149.9899902,1,1,WCMB,1063752
Y,N,29.98999023,1,1,WC,1063753
N,N,29.98999023,2,2,WC,1063754
Y,N,149.9899902,1,1,WCMB,1063755
Y,N,59.98999023,1,1,WCMB,1063756
Y,N,149.9899902,1,1,WCMB,1063757
Y,N,59.98999023,2,1,WCMB,1063758
Y,N,149.9899902,1,1,WCMB,1063759
Y,N,129.9899902,2,2,WCMB,1063760
Y,N,199.9899902,1,1,WCMB,1063761
Y,N,29.98999023,1,1,WC,1063762
Y,N,199.9899902,1,1,WCMB,1063763
Y,N,149.9899902,3,3,WCMB,1063764
Y,R,129.9899902,4,3,WCMB,1063765
Y,N,59.98999023,2,1,WCMB,1063766
Y,R,29.98999023,4,2,WCMB,1063767
Y,R,99.98999023,3,3,WCMB,1063768
Y,N,149.9899902,1,1,WCMB,1063769
Y,N,149.9899902,2,1,WCMB,1063770
Y,N,59.98999023,1,1,WCMB,1063771
Y,N,149.9899902,1,1,WCMB,1063772
Y,N,199.9899902,2,2,WCMB,1063773
Y,N,59.98999023,2,2,WCMB,1063774
