transaction_id,transaction_amount_usd,transaction_hour,distance_from_home_miles,is_foreign_transaction,transactions_last_24h,merchant_risk_score,fraud
T00471,13.7,4,12,0,2,31.8,Not Fraud
T01477,81.62,7,19.4,1,5,53.6,Not Fraud
T04277,64.51,8,9.6,0,2,31.8,Not Fraud
T03689,76.61,20,24.4,0,2,58.2,Not Fraud
T03114,13.92,21,13.6,0,3,23.2,Not Fraud
T03332,10.02,11,28.1,0,1,37.9,Not Fraud
T03848,40.22,10,17.5,0,3,10.1,Not Fraud
T02125,38.74,11,15.9,0,2,22.3,Not Fraud
T01458,57.1,9,7.7,0,1,27.2,Not Fraud
T01145,25.4,17,2.8,0,5,55.9,Not Fraud
T00494,32.91,23,5.2,0,4,28.3,Not Fraud
T00163,47.32,2,16.5,0,1,43,Not Fraud
T01119,46.01,2,62.9,0,2,10.2,Not Fraud
T00707,6.87,19,13.3,0,0,45.9,Not Fraud
T00176,41.22,23,10.7,0,3,42.2,Not Fraud
T04275,19.16,23,89,0,4,40,Not Fraud
T00701,21.54,16,11.3,0,4,16.4,Not Fraud
T00998,13.91,19,5.4,0,2,34.7,Not Fraud
T02572,72.11,14,5.8,0,3,7.7,Not Fraud
T03766,75.27,14,9.6,0,2,38.3,Not Fraud
